fecha,ultimo,apertura,maximo,minimo,vol,variacion,deuda_publica,ipc,tasa_paro,pib
2012-05-21,"2,007","2,029","2,029","1,968","2,48M","-0,35%","792.135,16","1,94","24,4","-0,97"
2012-05-22,"2,065","2,011","2,065","1,985","1,93M","2,89%","792.135,16","1,94","24,4","-0,97"
2012-05-23,"2,030","2,035","2,070","2,020","1,67M","-1,69%","792.135,16","1,94","24,4","-0,97"
2012-05-24,"2,047","2,061","2,068","2,017","1,94M","0,84%","792.135,16","1,94","24,4","-0,97"
2012-05-25,"2,039","2,069","2,095","2,011","2,10M","-0,39%","792.135,16","1,94","24,4","-0,97"
2012-05-28,"1,935","2,074","2,074","1,932","4,13M","-5,10%","792.135,16","1,94","24,4","-0,97"
2012-05-29,"1,885","1,952","1,952","1,877","5,52M","-2,58%","792.135,16","1,94","24,4","-0,97"
2012-05-30,"1,863","1,867","1,929","1,832","3,60M","-1,17%","792.135,16","1,94","24,4","-0,97"
2012-05-31,"1,811","1,885","1,910","1,805","8,04M","-2,79%","792.135,16","1,94","24,4","-0,97"
2012-06-01,"1,839","1,821","1,879","1,799","7,22M","1,55%","810.956,18","1,9","24,4","-0,97"
2012-06-04,"1,901","1,800","1,928","1,800","3,20M","3,37%","810.956,18","1,9","24,4","-0,97"
2012-06-05,"1,949","1,920","1,991","1,911","3,19M","2,52%","810.956,18","1,9","24,4","-0,97"
2012-06-06,"2,016","1,967","2,037","1,952","5,27M","3,44%","810.956,18","1,9","24,4","-0,97"
2012-06-07,"2,062","2,040","2,121","2,026","4,18M","2,28%","810.956,18","1,9","24,4","-0,97"
2012-06-08,"2,109","2,056","2,119","2,030","4,95M","2,28%","810.956,18","1,9","24,4","-0,97"
2012-06-11,"2,116","2,333","2,333","2,109","6,23M","0,33%","810.956,18","1,9","24,4","-0,97"
2012-06-12,"2,103","2,108","2,143","2,074","5,00M","-0,61%","810.956,18","1,9","24,4","-0,97"
2012-06-13,"2,138","2,086","2,152","2,086","3,29M","1,66%","810.956,18","1,9","24,4","-0,97"
2012-06-14,"2,174","2,116","2,194","2,112","5,29M","1,68%","810.956,18","1,9","24,4","-0,97"
2012-06-15,"2,166","2,216","2,244","2,155","9,01M","-0,37%","810.956,18","1,9","24,4","-0,97"
2012-06-18,"2,116","2,252","2,252","2,100","6,99M","-2,31%","810.956,18","1,9","24,4","-0,97"
2012-06-19,"2,189","2,111","2,198","2,067","6,32M","3,45%","810.956,18","1,9","24,4","-0,97"
2012-06-20,"2,203","2,199","2,212","2,179","4,77M","0,64%","810.956,18","1,9","24,4","-0,97"
2012-06-21,"2,212","2,196","2,260","2,186","5,04M","0,41%","810.956,18","1,9","24,4","-0,97"
2012-06-22,"2,311","2,208","2,362","2,203","5,59M","4,48%","810.956,18","1,9","24,4","-0,97"
2012-06-25,"2,227","2,322","2,333","2,213","4,28M","-3,63%","810.956,18","1,9","24,4","-0,97"
2012-06-26,"2,103","2,199","2,260","2,086","6,18M","-5,57%","810.956,18","1,9","24,4","-0,97"
2012-06-27,"2,184","2,144","2,187","2,124","3,05M","3,85%","810.956,18","1,9","24,4","-0,97"
2012-06-28,"2,203","2,168","2,208","2,155","2,46M","0,87%","810.956,18","1,9","24,4","-0,97"
2012-06-29,"2,298","2,288","2,369","2,225","5,18M","4,31%","810.956,18","1,9","24,4","-0,97"
2012-07-02,"2,332","2,324","2,360","2,270","4,25M","1,48%","810.292,26","2,21","24,79","-0,5"
2012-07-03,"2,321","2,315","2,360","2,288","3,24M","-0,47%","810.292,26","2,21","24,79","-0,5"
2012-07-04,"2,369","2,309","2,369","2,306","3,29M","2,07%","810.292,26","2,21","24,79","-0,5"
2012-07-05,"2,288","2,365","2,376","2,261","3,92M","-3,42%","810.292,26","2,21","24,79","-0,5"
2012-07-06,"2,192","2,287","2,314","2,181","4,25M","-4,20%","810.292,26","2,21","24,79","-0,5"
2012-07-09,"2,182","2,183","2,212","2,117","4,36M","-0,46%","810.292,26","2,21","24,79","-0,5"
2012-07-10,"2,198","2,182","2,248","2,168","2,29M","0,73%","810.292,26","2,21","24,79","-0,5"
2012-07-11,"2,202","2,181","2,239","2,172","2,27M","0,18%","810.292,26","2,21","24,79","-0,5"
2012-07-12,"2,169","2,199","2,217","2,149","2,37M","-1,50%","810.292,26","2,21","24,79","-0,5"
2012-07-13,"2,150","2,187","2,196","2,129","2,53M","-0,88%","810.292,26","2,21","24,79","-0,5"
2012-07-16,"2,093","2,123","2,156","2,068","3,01M","-2,65%","810.292,26","2,21","24,79","-0,5"
2012-07-17,"2,038","2,096","2,122","2,028","4,46M","-2,63%","810.292,26","2,21","24,79","-0,5"
2012-07-18,"2,056","1,995","2,093","1,981","2,90M","0,88%","810.292,26","2,21","24,79","-0,5"
2012-07-19,"2,065","2,087","2,087","2,039","3,55M","0,44%","810.292,26","2,21","24,79","-0,5"
2012-07-20,"1,990","2,068","2,087","1,986","6,19M","-3,63%","810.292,26","2,21","24,79","-0,5"
2012-07-23,"2,069","1,956","2,095","1,863","4,56M","3,97%","810.292,26","2,21","24,79","-0,5"
2012-07-24,"2,118","2,087","2,121","1,985","2,59M","2,37%","810.292,26","2,21","24,79","-0,5"
2012-07-25,"2,125","2,118","2,163","2,100","2,65M","0,33%","810.292,26","2,21","24,79","-0,5"
2012-07-26,"2,288","2,145","2,289","2,113","3,34M","7,67%","810.292,26","2,21","24,79","-0,5"
2012-07-27,"2,324","2,288","2,342","2,156","4,02M","1,57%","810.292,26","2,21","24,79","-0,5"
2012-07-30,"2,409","2,324","2,422","2,302","3,24M","3,66%","810.292,26","2,21","24,79","-0,5"
2012-07-31,"2,391","2,414","2,468","2,365","2,66M","-0,75%","810.292,26","2,21","24,79","-0,5"
2012-08-01,"2,441","2,363","2,441","2,306","1,16M","2,09%","807.114,11","2,66","24,79","-0,5"
2012-08-02,"2,282","2,428","2,504","2,173","4,28M","-6,51%","807.114,11","2,66","24,79","-0,5"
2012-08-03,"2,399","2,280","2,468","2,163","6,37M","5,13%","807.114,11","2,66","24,79","-0,5"
2012-08-06,"2,320","2,383","2,423","2,320","7,99M","-3,29%","807.114,11","2,66","24,79","-0,5"
2012-08-07,"2,362","2,340","2,378","2,322","3,44M","1,81%","807.114,11","2,66","24,79","-0,5"
2012-08-08,"2,348","2,365","2,365","2,306","3,02M","-0,59%","807.114,11","2,66","24,79","-0,5"
2012-08-09,"2,341","2,365","2,385","2,312","2,03M","-0,30%","807.114,11","2,66","24,79","-0,5"
2012-08-10,"2,369","2,369","2,369","2,306","2,59M","1,20%","807.114,11","2,66","24,79","-0,5"
2012-08-13,"2,378","2,356","2,378","2,344","1,64M","0,38%","807.114,11","2,66","24,79","-0,5"
2012-08-14,"2,391","2,377","2,392","2,362","2,35M","0,55%","807.114,11","2,66","24,79","-0,5"
2012-08-15,"2,396","2,380","2,405","2,375","1,50M","0,21%","807.114,11","2,66","24,79","-0,5"
2012-08-16,"2,584","2,393","2,598","2,388","5,84M","7,85%","807.114,11","2,66","24,79","-0,5"
2012-08-17,"2,692","2,603","2,692","2,594","5,56M","4,18%","807.114,11","2,66","24,79","-0,5"
2012-08-20,"2,622","2,685","2,737","2,558","4,25M","-2,60%","807.114,11","2,66","24,79","-0,5"
2012-08-21,"2,676","2,634","2,676","2,589","1,61M","2,06%","807.114,11","2,66","24,79","-0,5"
2012-08-22,"2,647","2,683","2,683","2,634","891,00K","-1,08%","807.114,11","2,66","24,79","-0,5"
2012-08-23,"2,665","2,662","2,692","2,611","1,63M","0,68%","807.114,11","2,66","24,79","-0,5"
2012-08-24,"2,713","2,655","2,728","2,634","1,83M","1,80%","807.114,11","2,66","24,79","-0,5"
2012-08-27,"2,719","2,710","2,730","2,665","1,29M","0,22%","807.114,11","2,66","24,79","-0,5"
2012-08-28,"2,683","2,728","2,732","2,653","1,61M","-1,32%","807.114,11","2,66","24,79","-0,5"
